ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0042254,ribosome biogenesis,302,-0.34623619964861135,-1.9338017366514766,7.044091033567534e-10,4.077824299332246e-6,3.780823176859038e-6,4491,"tags=45%, list=30%, signal=33%",66282/64934/103136/52513/69663/52530/67619/227656/118451/230082/213895/60321/18432/68017/76130/74035/27176/229937/20937/216119/20042/105372/68731/20826/217038/72344/67025/107732/207932/52535/230737/19896/66138/59014/140546/208144/105244208/66475/56095/27998/67236/66229/59028/20227/66583/224823/71986/16785/28126/67920/69713/19384/68083/68979/18572/236732/227715/66596/67115/72831/75273/20935/66181/66161/74097/110816/66481/267019/69902/209011/75617/22596/27993/19942/67936/216156/50529/20054/19941/67223/224619/72462/110954/71990/234374/19988/101867/57741/224092/107094/67755/20116/225215/21771/69072/67134/54127/16418/14645/30946/14109/20104/213773/76846/20091/27966/68845/68052/11837/67842/66538/74778/100609/106707/67390/57315/27207/17089/67674/100608/228889/67671/235036/20055/12181/68077/110109/18114/66489/20103/67222/71952/268449/53414/14113/237730/101612
GO:0016072,rRNA metabolic process,232,-0.36455804858480556,-1.958068389764962,1.581519059276273e-8,4.577706917075172e-5,4.2442977280261664e-5,4483,"tags=46%, list=29%, signal=33%",64934/103136/52513/69663/52530/21429/67619/227656/230082/213895/60321/68017/76130/74035/27176/229937/20937/216119/233863/105372/68731/56717/20826/217038/72344/67025/207932/19896/66138/59014/140546/208144/105244208/105083/56095/27998/66229/59028/20227/66583/21453/224823/67920/69713/68979/18572/227715/67115/75273/20019/66181/64424/66161/74097/110816/68544/66481/69902/209011/75617/20586/27993/20587/19942/67936/216156/20054/19941/67223/72462/20017/71990/234374/101867/107094/67755/20116/11727/21771/69072/54127/16418/30946/20104/213773/27966/68845/67842/74778/100609/106707/67390/57315/17089/67674/228889/235036/20055/12181/68077/110109/18114/66489/67222/53414/14113/237730
GO:0006364,rRNA processing,206,-0.37860682989108396,-1.9960986534086251,2.435998883392604e-8,4.700665845319928e-5,4.358301160146979e-5,4483,"tags=46%, list=29%, signal=33%",64934/103136/52513/69663/52530/67619/227656/230082/213895/60321/68017/76130/74035/27176/229937/20937/216119/105372/68731/20826/217038/72344/67025/207932/19896/66138/59014/140546/208144/105244208/56095/27998/66229/59028/20227/66583/224823/67920/69713/68979/18572/227715/67115/75273/66181/66161/74097/110816/66481/69902/209011/75617/27993/19942/67936/216156/20054/19941/67223/72462/71990/234374/101867/107094/67755/20116/21771/69072/54127/16418/30946/20104/213773/27966/68845/67842/74778/100609/106707/67390/57315/17089/67674/228889/235036/20055/12181/68077/110109/18114/66489/67222/53414/14113/237730
GO:0140241,translation at synapse,48,-0.588216693383505,-2.412273294043629,2.797978279638758e-7,2.6995827101381284e-4,2.502963376820707e-4,2589,"tags=54%, list=17%, signal=45%",67115/267019/68436/19942/65019/270106/19941/110954/19988/54127/26961/27207/67671/67186/20055/19943/66489/20103/19944/13629/268449/27370/19981/67281/54217/19951
GO:0140242,translation at postsynapse,48,-0.588216693383505,-2.412273294043629,2.797978279638758e-7,2.6995827101381284e-4,2.502963376820707e-4,2589,"tags=54%, list=17%, signal=45%",67115/267019/68436/19942/65019/270106/19941/110954/19988/54127/26961/27207/67671/67186/20055/19943/66489/20103/19944/13629/268449/27370/19981/67281/54217/19951
GO:0044283,small molecule biosynthetic process,438,-0.27889106822080867,-1.5624272001504895,2.051825115998176e-7,2.6995827101381284e-4,2.502963376820707e-4,3260,"tags=32%, list=21%, signal=26%",58810/66681/14534/54326/17886/18648/235623/216134/67870/234779/52064/232078/100705/14164/103988/69116/76889/216456/67876/73166/69718/23887/21991/12752/14711/320808/16828/270685/19017/230796/11898/20751/18604/11668/22417/209011/54325/11666/16832/67873/233011/23801/14104/14433/111175/22260/11690/67426/18563/207952/15360/76500/18747/17769/11305/20425/26433/14431/96979/74754/11687/67389/11636/109900/26378/16592/12724/192156/108156/20869/20655/231871/257635/320706/104158/66108/217166/18984/110208/11816/70025/27376/11517/320404/15108/68312/16418/14645/14120/20788/26458/14870/68401/18627/13806/106529/56473/14719/20787/107239/50721/103711/26922/14718/14751/76854/14381/18746/26361/66447/15490/107766/14528/13849/11821/11674/217707/16149/109754/71780/57320/104086/20322/17319/11814/233571/228677/74155/14873/11676/12411/17855/13653/228775/68603/268756/11685/16891/11910/11688/14186/17691
GO:0009266,response to temperature stimulus,135,-0.4034176523841447,-2.0089996266829107,6.62410254334216e-7,5.478132803343967e-4,5.079142686992735e-4,2302,"tags=33%, list=15%, signal=28%",17762/22228/63873/13667/217715/18747/26457/18023/56424/58233/13163/20655/104158/11651/19652/81489/12955/15368/16536/30052/329003/93670/66656/20274/101772/26400/216869/29810/11555/11554/21833/12696/193003/15516/17391/12683/15507/20264/20840/18053/12310/24046/15511/193740
GO:0140236,translation at presynapse,47,-0.5794805809072928,-2.3623439537920397,8.436187441120143e-7,6.104636137080563e-4,5.660015758193633e-4,2589,"tags=53%, list=17%, signal=44%",67115/267019/68436/19942/65019/270106/19941/110954/19988/54127/26961/27207/67671/67186/20055/19943/66489/20103/19944/268449/27370/19981/67281/54217/19951
GO:0046390,ribose phosphate biosynthetic process,167,-0.3648833650752294,-1.8724371998436635,1.2352352743341292e-6,7.567814685318069e-4,7.016626284048119e-4,4742,"tags=45%, list=31%, signal=31%",230075/75735/109674/71743/11512/52815/66945/66812/54369/237823/56632/22271/14450/226646/11486/104112/60525/269523/17991/17995/18103/66114/22247/14923/66218/225887/100705/104111/23918/67184/245650/11637/66495/19017/18604/54405/22333/104130/230103/78330/67273/67680/20848/11636/17869/66416/108156/108147/12048/66108/18159/70025/66052/67763/18160/595136/224129/13806/75406/66414/66592/68342/14381/69875/66916/68375/11821/11674/66355/110095/107197/66091/80914/11514/14919
GO:0007059,chromosome segregation,349,0.38839028748594373,1.6906413214077187,1.307274949959936e-6,7.567814685318069e-4,7.016626284048119e-4,2933,"tags=32%, list=19%, signal=26%",71988/102920/76464/54392/108000/21973/12235/20962/208628/75801/68612/22137/268697/66442/12534/17345/12448/16551/237911/12316/231123/13605/68942/233406/104271/16571/67733/60411/71876/215387/83815/72415/76044/12442/108907/70454/68549/70891/16563/20843/71175/240697/54418/70099/19211/21974/76421/226026/100502766/54141/193385/18005/11920/19645/68014/72124/76789/67241/14211/71909/229841/12617/72119/20460/66140/66578/21749/22210/329152/218914/209334/72057/13990/66311/211651/80913/93759/320022/230376/13205/66296/381318/70385/20842/67052/217232/56150/16798/93762/228012/11799/26554/22680/233276/66923/70681/67177/67141/52023/12189/53869/12190/19357/217716/66713/52570/108912/219103/77044/18828
GO:0009201,ribonucleoside triphosphate biosynthetic process,81,-0.46071444484739527,-2.105122788514679,2.2524716458549455e-6,0.0010866298631545233,0.001007487098439857,3597,"tags=49%, list=24%, signal=38%",52815/66945/54369/56632/226646/269523/17991/17995/18103/66114/66218/225887/23918/67184/66495/19017/54405/104130/78330/67273/67680/20848/17869/66416/12048/66108/66052/595136/13806/75406/66414/66592/68342/69875/66916/68375/11674/107197/66091/80914
GO:0032787,monocarboxylic acid metabolic process,478,-0.2601744418020256,-1.4879932739050514,2.0807151045253616e-6,0.0010866298631545233,0.001007487098439857,2637,"tags=26%, list=17%, signal=22%",320808/16828/68631/14073/270685/19017/230796/11881/56327/18604/11668/68977/71767/54325/11666/102247/16832/23801/14104/22228/114886/14433/111175/22260/11690/170752/269951/18563/207952/22333/67880/18747/26394/52538/26363/14431/96979/26457/18023/20848/11687/26378/17869/12894/16592/71985/78070/231871/104158/217166/67111/11651/18984/110208/110826/70025/75731/330064/66400/26569/15108/80911/68312/16418/26458/14870/18627/13806/106529/56473/20787/72361/18641/50721/13167/26922/74747/56695/14751/56448/15937/18746/66968/11409/66447/16548/15275/13849/72106/11674/16149/13850/57320/104086/16590/384783/102448/18642/76574/20322/17319/14077/74519/11814/74134/13107/74155/80879/11676/12266/81877/11522/228775/26380/13087/11685/16891/11688/14186/230161/106648/18124
GO:0009152,purine ribonucleotide biosynthetic process,150,-0.3717113581363691,-1.9191080318252738,2.7194240823845962e-6,0.0012109804625326482,0.001122780841787778,4883,"tags=47%, list=32%, signal=32%",433256/407785/230075/75735/109674/71743/11512/52815/66945/66812/54369/237823/56632/14450/226646/11486/104112/60525/269523/17991/17995/18103/66114/14923/66218/225887/100705/104111/23918/67184/245650/11637/66495/19017/18604/54405/22333/104130/230103/78330/67273/67680/20848/11636/17869/66416/108156/108147/12048/66108/18159/70025/66052/18160/595136/224129/13806/75406/66414/66592/68342/69875/66916/68375/11821/11674/66355/107197/66091/11514/14919
GO:0003009,skeletal muscle contraction,24,-0.7001483753301772,-2.378746313919791,3.5665443211488324e-6,0.0012212823713984113,0.0011323324293370366,1570,"tags=46%, list=10%, signal=41%",11937/71960/14790/13400/50769/11555/20840/26556/140781/15370/11448
GO:0015986,proton motive force-driven ATP synthesis,42,-0.5756353840707877,-2.286032514100313,3.7973886137798246e-6,0.0012212823713984113,0.0011323324293370366,3814,"tags=60%, list=25%, signal=45%",226646/17991/17995/66114/66218/225887/67184/66495/54405/104130/78330/67273/67680/66416/66108/66052/595136/75406/66414/66592/68342/69875/66916/68375/66091
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,42,-0.5756353840707877,-2.286032514100313,3.7973886137798246e-6,0.0012212823713984113,0.0011323324293370366,3814,"tags=60%, list=25%, signal=45%",226646/17991/17995/66114/66218/225887/67184/66495/54405/104130/78330/67273/67680/66416/66108/66052/595136/75406/66414/66592/68342/69875/66916/68375/66091
GO:0007616,long-term memory,40,-0.5814213015686583,-2.2771137239677572,3.1671018063163237e-6,0.0012212823713984113,0.0011323324293370366,1611,"tags=38%, list=11%, signal=34%",110147/11816/225872/20807/20393/13489/14810/14799/11838/73181/19699/16819/13653/11514/21336
